id,fare_amount
0,8.601999999999999
1,8.532000000000004
2,6.099999999999998
3,8.982999999999999
4,14.431999999999995
5,8.307
6,5.605
7,54.484199999999994
8,11.343000000000004
9,7.062999999999999
10,8.73
11,14.713600000000001
12,5.169000000000002
13,7.916299999999998
14,8.658999999999999
15,12.181999999999995
16,5.361000000000002
17,9.604999999999997
18,5.488999999999999
19,6.529299999999999
20,7.899399999999999
21,7.782000000000003
22,6.760999999999999
23,10.036999999999999
24,16.125
25,6.695999999999999
26,24.66199999999998
27,21.147999999999993
28,6.469000000000001
29,12.086000000000004
30,10.194000000000003
31,5.5
32,5.038999999999999
33,9.915700000000003
34,8.839999999999998
35,6.1579999999999995
36,5.339000000000001
37,5.5840000000000005
38,8.050000000000002
39,5.12
40,17.776999999999994
41,9.332999999999997
42,17.457000000000008
43,10.315300000000004
44,5.832000000000001
45,11.012000000000002
46,5.877999999999999
47,6.7239999999999975
48,5.656000000000001
49,6.422
50,10.56
51,13.124
52,18.036000000000005
53,5.231999999999996
54,7.3180000000000005
55,12.72
56,9.508
57,10.305999999999994
58,11.498999999999999
59,12.011000000000003
60,7.374999999999999
61,9.648000000000001
62,5.743
63,5.414
64,6.554999999999996
65,6.342000000000004
66,9.183000000000003
67,5.709
68,5.059999999999997
69,14.831000000000001
70,5.689999999999999
71,6.809000000000003
72,9.473999999999998
73,6.172999999999998
74,9.112
75,12.366
76,44.3494
77,5.074
78,6.041999999999998
79,4.515000000000001
80,6.463000000000001
81,4.928
82,7.339999999999999
83,9.078000000000001
84,17.008000000000006
85,4.669999999999998
86,7.787599999999997
87,6.1930000000000005
88,13.564000000000004
89,8.215
90,9.210000000000003
91,8.876999999999997
92,6.045000000000001
93,7.139999999999999
94,12.618
95,13.635699999999996
96,11.759999999999998
97,11.535999999999996
98,8.262000000000006
99,11.325000000000003
100,11.818
101,8.883999999999997
102,48.635200000000005
103,6.588999999999998
104,4.7219999999999995
105,5.6940000000000035
106,10.121
107,8.619000000000002
108,9.994000000000002
109,35.5106
110,22.827999999999996
111,17.506999999999998
112,9.733999999999998
113,11.467999999999996
114,5.805
115,5.663999999999999
116,23.014299999999984
117,7.952999999999996
118,7.629999999999999
119,10.125000000000002
120,10.42999999999999
121,6.390999999999999
122,8.869
123,6.758999999999999
124,6.321000000000002
125,5.931999999999999
126,8.020999999999997
127,10.985000000000003
128,7.497999999999999
129,17.239000000000004
130,5.379000000000002
131,4.386
132,6.296
133,5.782
134,6.8199999999999985
135,5.517
136,10.069000000000003
137,7.591000000000007
138,18.307999999999996
139,7.904
140,5.118000000000001
141,8.977000000000002
142,7.309999999999998
143,5.093999999999999
144,7.1259999999999994
145,7.428999999999999
146,12.4347
147,9.821000000000003
148,8.233
149,6.771000000000002
150,9.077000000000005
151,8.188999999999997
152,7.5
153,5.189
154,11.766000000000002
155,6.914000000000002
156,7.923999999999998
157,18.729000000000003
158,11.2
159,7.782000000000002
160,11.41100000000001
161,7.6110000000000015
162,33.55049999999998
163,18.528
164,5.587000000000004
165,8.453000000000001
166,5.513
167,22.245499999999993
168,5.652999999999996
169,8.029999999999996
170,8.470999999999998
171,8.977000000000002
172,20.56299999999999
173,7.927300000000005
174,6.505999999999997
175,9.793999999999997
176,6.9730000000000025
177,7.754
178,24.34830000000001
179,7.839999999999995
180,19.345
181,7.267999999999997
182,15.562999999999997
183,8.260000000000003
184,9.6827
185,7.726999999999997
186,7.542000000000001
187,10.425999999999995
188,50.317100000000046
189,8.388000000000002
190,8.108
191,8.236000000000004
192,5.788000000000002
193,5.310000000000001
194,6.559000000000001
195,10.56
196,7.215999999999997
197,10.738000000000001
198,6.166
199,9.159999999999998
200,9.387000000000004
201,9.6303
202,5.082000000000002
203,8.506999999999998
204,6.712000000000001
205,6.397
206,9.597299999999995
207,9.761
208,9.04
209,21.273999999999997
210,5.29
211,12.668000000000005
212,14.028999999999998
213,7.065
214,13.254999999999997
215,6.717999999999996
216,12.303000000000003
217,15.11299999999999
218,15.427999999999995
219,6.1549999999999985
220,13.062000000000003
221,9.385399999999999
222,11.675
223,30.32099999999999
224,10.567000000000007
225,7.9019999999999975
226,8.028000000000002
227,7.927999999999996
228,7.1339999999999995
229,6.931999999999999
230,8.029000000000003
231,8.692
232,8.407000000000007
233,20.546
234,11.850000000000001
235,6.31
236,7.388
237,10.050999999999993
238,12.589
239,12.728
240,11.701999999999996
241,8.301999999999998
242,6.556
243,9.805000000000001
244,8.72
245,12.846000000000004
246,9.645000000000001
247,31.6149
248,41.53839999999998
249,7.940000000000001
250,10.268999999999997
251,27.64579999999999
252,19.857000000000006
253,11.665999999999995
254,18.225000000000005
255,15.812000000000001
256,9.078999999999999
257,15.734000000000007
258,8.518000000000006
259,20.713699999999996
260,67.66113333333337
261,15.97
262,27.78500000000002
263,18.791000000000004
264,16.813000000000006
265,8.579999999999998
266,19.602400000000003
267,21.807499999999994
268,50.213200000000015
269,8.884999999999998
270,5.546999999999998
271,5.709
272,9.270999999999999
273,10.300999999999998
274,10.456000000000003
275,7.042999999999999
276,7.379000000000001
277,16.06999999999999
278,6.6800000000000015
279,22.049699999999994
280,10.342600000000003
281,20.688
282,5.430999999999998
283,21.1523
284,12.155999999999995
285,12.460999999999997
286,8.437999999999997
287,8.514999999999997
288,7.324000000000001
289,5.053000000000003
290,14.789000000000003
291,9.188999999999998
292,7.369999999999999
293,7.3089999999999975
294,10.170700000000002
295,4.734
296,7.380999999999998
297,5.017000000000001
298,31.434299999999986
299,6.001000000000001
300,8.773299999999999
301,52.35080000000003
302,10.418000000000006
303,39.833599999999976
304,7.445999999999995
305,7.984100000000003
306,9.519
307,12.7907
308,8.26
309,6.700999999999997
310,6.059999999999999
311,6.915999999999998
312,10.641000000000002
313,5.604999999999999
314,8.182
315,6.4739999999999975
316,7.048999999999999
317,12.096000000000002
318,4.9350000000000005
319,13.35200000000001
320,6.100999999999998
321,5.877999999999999
322,5.901999999999998
323,7.525000000000002
324,9.639999999999997
325,10.200000000000003
326,8.284999999999998
327,9.732
328,5.047999999999999
329,64.84950000000005
330,10.441000000000004
331,34.061699999999995
332,7.931999999999999
333,8.149899999999999
334,6.5409999999999995
335,6.4860000000000015
336,16.2149
337,5.417999999999999
338,31.637299999999993
339,6.473999999999998
340,8.014999999999999
341,26.298999999999978
342,11.838000000000001
343,7.827000000000002
344,10.732999999999997
345,5.270000000000002
346,5.992000000000002
347,5.740000000000002
348,4.732999999999999
349,10.486999999999998
350,9.864999999999998
351,33.02169999999997
352,23.47600000000001
353,12.378000000000009
354,6.625000000000001
355,8.4
356,33.45769999999999
357,5.028999999999999
358,16.877000000000006
359,18.948999999999998
360,6.350999999999999
361,5.742999999999999
362,8.657000000000002
363,5.7780000000000005
364,10.132000000000001
365,13.738999999999997
366,5.664999999999997
367,11.08
368,9.353699999999998
369,13.716999999999995
370,12.610999999999999
371,7.716699999999998
372,12.395
373,7.684
374,5.454700000000002
375,6.5329999999999995
376,9.500399999999994
377,6.6739999999999995
378,6.1560000000000015
379,7.488
380,7.311
381,8.783999999999999
382,7.786000000000001
383,7.950000000000004
384,7.254000000000002
385,8.164
386,5.608
387,8.38
388,18.130999999999993
389,6.667999999999999
390,8.030000000000001
391,10.574000000000003
392,7.426000000000001
393,8.52
394,10.367299999999995
395,9.670299999999996
396,15.785000000000004
397,6.151999999999999
398,15.408000000000005
399,9.760000000000005
400,4.585999999999998
401,5.017000000000001
402,7.77
403,33.129499999999986
404,7.1739999999999995
405,8.65
406,5.843
407,20.658000000000005
408,21.855000000000008
409,9.561999999999998
410,9.687000000000001
411,8.005000000000004
412,19.226999999999993
413,7.848000000000002
414,13.046999999999999
415,11.367000000000004
416,6.846000000000001
417,6.510999999999998
418,10.910999999999996
419,12.72
420,6.362999999999999
421,5.619999999999999
422,6.497999999999998
423,4.470999999999998
424,7.243999999999997
425,12.135399999999997
426,5.861000000000001
427,4.933
428,4.334
429,6.421000000000003
430,6.0729999999999995
431,5.661000000000001
432,6.633999999999999
433,13.300000000000002
434,5.565999999999999
435,12.570000000000002
436,10.787999999999997
437,6.526000000000002
438,8.0086
439,8.677
440,6.8610000000000015
441,6.2570000000000014
442,10.235
443,6.993999999999996
444,9.883999999999993
445,4.120999999999999
446,7.774999999999999
447,6.740000000000001
448,9.195000000000004
449,5.831000000000002
450,6.654999999999998
451,4.655
452,10.653999999999996
453,9.027000000000001
454,10.050000000000004
455,9.361000000000006
456,11.419000000000004
457,6.205000000000001
458,6.771699999999999
459,5.185999999999999
460,9.241000000000001
461,9.969
462,6.236000000000001
463,10.536000000000007
464,7.123000000000001
465,8.351000000000003
466,11.301999999999996
467,8.927
468,10.226000000000006
469,8.539
470,8.201999999999998
471,24.049400000000002
472,9.399
473,8.139
474,31.66439999999999
475,32.64209999999999
476,6.215000000000001
477,5.950000000000002
478,13.25
479,6.215
480,5.709
481,5.220000000000002
482,7.922999999999999
483,6.802999999999997
484,7.697999999999999
485,17.66200000000001
486,10.870999999999997
487,7.413999999999999
488,7.553999999999998
489,11.063999999999998
490,16.074999999999996
491,9.956000000000007
492,6.828000000000002
493,35.29990000000001
494,9.101000000000003
495,10.3151
496,4.675000000000001
497,5.214999999999998
498,5.354000000000003
499,11.766000000000004
500,15.343999999999994
501,9.696000000000003
502,20.757999999999992
503,12.673
504,15.28099999999999
505,6.823999999999999
506,31.03029999999999
507,9.500000000000002
508,6.6320000000000014
509,34.03809999999998
510,5.5230000000000015
511,6.212000000000001
512,8.402000000000003
513,6.494999999999997
514,52.65420000000001
515,7.910999999999998
516,6.278000000000004
517,6.412000000000003
518,5.342999999999997
519,8.417000000000002
520,5.79
521,12.442000000000005
522,13.161999999999999
523,6.734000000000001
524,5.2780000000000005
525,6.907999999999998
526,14.803999999999997
527,10.375999999999998
528,5.582999999999999
